timestamp,subject_id,frame,global_distress,face_confidence,pain_index,fear_index,fatigue_index,agitation_index,tension_index,respiratory_index,au4,au5,au6,au7,au9,au10,au12,au15,au17,au20,au23,au24,au25,au26,au43,mar,episode_pain,episode_agitation,episode_fatigue,episode_fear,episode_eye_closure,gaze_yaw,gaze_pitch,gaze_variance,fixation_duration,recent_saccades,mean_gaze_speed,max_gaze_speed,eye_contact_ratio,behavior_state,baseline_ready
1782322306.5276,subject_01,53,14.3,0.774,4.69,30.92,22.95,18.86,17.49,0.0,0.0,0.0828,0.0,0.0,0.0,0.0,0.3814,0.0984,0.0,0.7543,0.339,0.6007,0.0,0.0,0.176,0.0379,0,0,0,0,0,-0.4171,0.054,0.008,0.4,2,0.0239,0.1276,0.0,alert,0
1782322306.5759,subject_01,54,14.1,0.774,4.84,30.51,24.55,15.17,18.74,0.0,0.0,0.0776,0.0,0.0,0.0,0.0,0.3709,0.0979,0.0,0.7473,0.3493,0.6674,0.0,0.0,0.1814,0.0317,0,0,0,0,0,-0.4171,0.054,0.0079,0.4333,2,0.0234,0.1276,0.0,alert,0
1782322306.6364,subject_01,55,15.63,0.754,5.94,30.2,22.39,27.01,16.09,0.0,0.0,0.0384,0.0,0.0,0.0,0.0,0.3679,0.0251,0.0,0.7453,0.3314,0.5206,0.0173,0.0,0.2228,0.0458,0,0,0,0,0,-0.4264,0.0711,0.0078,0.4667,2,0.0233,0.1276,0.0,alert,0
1782322306.7437,subject_01,56,17.83,0.709,6.12,32.45,19.87,36.89,23.04,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.3756,0.032,0.0,0.7504,0.3883,0.8891,0.0,0.0,0.2296,0.0106,0,0,0,0,0,-0.3971,-0.0741,0.0082,0.0,3,0.0257,0.1481,0.0,alert,0
1782322306.8017,subject_01,57,17.01,0.718,8.56,30.19,29.94,20.39,19.31,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.3202,0.0003,0.0,0.7135,0.3586,0.688,0.0,0.0,0.3203,0.0303,0,0,0,0,0,-0.3979,-0.0555,0.0084,0.0333,3,0.0256,0.1481,0.0,alert,0
1782322306.8656,subject_01,58,21.32,0.0,7.9,40.71,15.41,49.11,27.72,0.0,0.1056,0.1191,0.0,0.0,0.0,0.0,0.5392,0.0708,0.0,0.8594,0.3944,0.9442,0.0,0.0,0.1378,0.005,0,0,0,0,0,-0.3912,0.1182,0.0083,0.0,4,0.0283,0.1738,0.0,alert,0
1782322306.9275,subject_01,59,21.12,0.0,8.45,46.43,10.45,45.75,27.65,0.0,0.2112,0.3499,0.0,0.0,0.0,0.0,0.3878,0.0569,0.0,0.7585,0.366,0.7404,0.0,0.0,0.0,0.0246,0,0,0,0,0,-0.2454,-0.0827,0.009,0.0,5,0.0322,0.2482,0.0179,alert,0
1782322306.9805,subject_01,60,20.37,0.0,9.04,46.28,15.64,31.85,31.35,0.0,0.211,0.3411,0.0226,0.0,0.0,0.0,0.394,0.07,0.0,0.7626,0.3954,0.9384,0.0,0.0,0.0,0.0058,0,0,0,0,0,-0.2053,-0.0833,0.0098,0.0333,5,0.0323,0.2482,0.0351,alert,0
1782322307.0395,subject_01,61,21.21,0.0,7.79,50.92,13.06,38.68,30.85,0.0,0.1947,0.4757,0.0,0.0,0.0,0.0,0.3775,0.0781,0.0,0.7517,0.396,0.9425,0.0,0.0,0.0,0.0055,0,0,0,0,0,-0.2132,0.0259,0.0101,0.0,6,0.0337,0.2482,0.0517,alert,0
1782322307.1341,subject_01,62,21.93,0.0,9.06,53.72,14.15,35.7,32.27,0.0,0.2264,0.545,0.0,0.0,0.0,0.0,0.3819,0.0614,0.0,0.7546,0.399,0.9582,0.0,0.0,0.0,0.004,0,0,0,0,0,-0.2287,-0.0074,0.0104,0.0333,6,0.0337,0.2482,0.0678,alert,0
1782322307.1887,subject_01,63,22.58,0.0,10.97,54.78,15.73,31.45,34.48,0.0,0.2743,0.5692,0.0,0.0,0.0,0.0,0.4007,0.076,0.0,0.7671,0.3989,0.9935,0.0,0.0,0.0,0.0006,0,0,0,0,0,-0.185,-0.0717,0.0111,0.0667,6,0.0344,0.2482,0.0833,alert,0
1782322307.2443,subject_01,64,22.17,0.0,9.17,53.92,13.75,36.9,32.59,0.15,0.2291,0.5655,0.0,0.0,0.0,0.0,0.3185,0.0586,0.0,0.7123,0.3978,0.9749,0.0,0.0079,0.0,0.0024,0,0,0,0,0,-0.2111,-0.0705,0.0117,0.1,6,0.0343,0.2482,0.0984,alert,0
1782322307.3322,subject_01,65,24.26,0.0,11.8,58.47,14.13,37.91,34.05,1.44,0.295,0.6429,0.0,0.0,0.0,0.0,0.3388,0.072,0.0,0.7259,0.3938,0.9251,0.0,0.0774,0.0,0.0072,0,0,0,0,0,-0.193,-0.1224,0.0126,0.1333,6,0.0346,0.2482,0.1129,alert,0
1782322307.3889,subject_01,66,24.17,0.0,12.16,59.4,15.51,34.41,33.57,1.6,0.3041,0.7131,0.0,0.0,0.0,0.0,0.2639,0.035,0.0,0.6759,0.3899,0.8785,0.0,0.0846,0.0,0.0121,0,0,0,0,0,-0.1798,-0.185,0.0139,0.1667,6,0.0351,0.2482,0.127,alert,0
1782322307.4465,subject_01,67,24.36,0.0,11.14,59.86,14.31,39.26,32.13,2.28,0.2785,0.6701,0.0,0.0,0.0,0.0,0.3001,0.0507,0.0,0.7,0.3854,0.8501,0.0,0.1417,0.0,0.0147,0,0,0,0,0,-0.2459,-0.1625,0.0147,0.2,6,0.0356,0.2482,0.1406,alert,0
1782322307.5403,subject_01,68,24.27,0.0,12.3,58.46,15.69,34.6,34.15,2.34,0.3076,0.6574,0.0,0.0,0.0,0.0,0.284,0.0431,0.0,0.6894,0.3912,0.9068,0.0,0.1099,0.0,0.0092,0,0,0,0,0,-0.1811,-0.2276,0.0162,0.2333,6,0.0365,0.2482,0.1538,alert,0
1782322307.596,subject_01,69,24.43,0.0,12.69,59.1,16.03,33.56,34.45,2.38,0.3173,0.6778,0.0,0.0,0.0,0.0,0.2823,0.0393,0.0,0.6882,0.3917,0.9031,0.0,0.1074,0.0,0.0096,0,0,0,0,0,-0.1811,-0.2276,0.0176,0.2667,6,0.036,0.2482,0.1667,alert,0
